"","seriesId","seriesTitle","seriesAvgRating","totalVotes","avgVotes","numSeasons","avgRuntime","seriesStartYear","seriesStartDecade","lengthYears","genres","baseGenre"
"938","tt0052442","One Step Beyond",6.92,14396,148,3,30,"1959","1950s",2,"Drama,Fantasy,Horror","Drama"
"939","tt1132124","Xavier: Renegade Angel",8.29,2953,148,2,12,"2007","2000s",2,"Adventure,Animation,Comedy","Adventure"
"940","tt0094512","Monsters",6.16,10572,147,3,21.2,"1988","1980s",2,"Comedy,Drama,Fantasy","Comedy"
"941","tt10801368","Starstruck",7.45,2634,146,3,22,"2021","2020s",2,"Comedy,Romance","Comedy"
"942","tt1299365","How to Make It in America",7.55,2343,146,2,27.8,"2010","2010s",1,"Comedy,Drama","Comedy"
"943","tt2084712","Young & Hungry",7.86,10379,146,5,21.2,"2014","2010s",4,"Comedy,Drama,Romance","Comedy"
"944","tt4577466","Casual",7.75,6419,146,4,28.5,"2015","2010s",3,"Comedy,Drama","Comedy"
"945","tt6274614","SMILF",7.06,2633,146,2,29.2,"2017","2010s",2,"Comedy,Drama","Comedy"
"946","tt0071059","The Sweeney",7.74,7660,145,4,50.2,"1975","1970s",3,"Action,Crime,Drama","Action"
"947","tt0108684","Aaahh!!! Real Monsters",7.5,7554,145,4,23.9,"1994","1990s",3,"Animation,Comedy,Family","Animation"
"948","tt1258189","Survivors",7.65,1742,145,2,62.5,"2008","2000s",2,"Drama,Sci-Fi","Drama"
"949","tt6708260","Trust Me",6.91,1163,145,2,56,"2017","2010s",2,"Drama,Mystery,Thriller","Thriller"
"950","tt1717455","Silk",7.81,2599,144,3,58.7,"2011","2010s",3,"Drama","Drama"
"951","tt4947608","One Mississippi",7.69,1725,144,2,26.8,"2015","2010s",2,"Comedy,Drama","Comedy"
"952","tt5194410","Springfloden",7.34,2880,144,2,43.6,"2016","2010s",2,"Crime,Drama,Mystery","Crime"
"953","tt5990096","The Guest Book",7.13,2880,144,2,21,"2017","2010s",1,"Comedy","Comedy"
"954","tt0083413","Family Ties",7.24,24583,143,7,27.4,"1982","1980s",7,"Comedy,Drama,Family","Comedy"
"955","tt0096579","Family Matters",7.15,30401,141,9,24.1,"1989","1980s",9,"Adventure,Comedy,Drama","Adventure"
"956","tt0115369","Spin City",7.31,20438,141,6,27.8,"1996","1990s",6,"Comedy","Comedy"
"957","tt0194624","Strangers with Candy",7.98,4361,141,3,22.6,"1999","1990s",1,"Comedy","Comedy"
"958","tt0935095","In Plain Sight",7.9,8616,141,5,44.3,"2008","2000s",4,"Crime,Drama,Mystery","Crime"
"959","tt10483610","Capitani",6.94,3393,141,2,29.3,"2019","2010s",3,"Crime,Drama,Mystery","Crime"
"960","tt0073965","The Bionic Woman",6.93,8117,140,3,47.7,"1976","1970s",2,"Action,Adventure,Drama","Action"
"961","tt0255734","Grounded for Life",7.64,12752,140,5,21.9,"2001","2000s",4,"Comedy","Comedy"
"962","tt5592146","Speechless",7.67,8809,140,3,21,"2016","2010s",3,"Comedy","Comedy"
"963","tt6881870","Frankie Drake Mysteries",7.39,5747,140,4,43.5,"2017","2010s",4,"Crime,Drama,Mystery","Crime"
"964","tt0062568","Hawaii Five-O",7.21,38980,139,12,51.4,"1968","1960s",12,"Crime,Drama,Mystery","Crime"
"965","tt0075561","The Professionals",7.48,7906,139,5,47.3,"1977","1970s",6,"Action,Comedy,Crime","Action"
"966","tt0284718","Crossing Jordan",7.9,16270,139,6,44.2,"2001","2000s",6,"Crime,Drama,Mystery","Crime"
"967","tt0892535","Eli Stone",7.79,3614,139,2,48.5,"2008","2000s",1,"Comedy,Drama,Fantasy","Comedy"
"968","tt1790954","Den fördömde",6.47,555,139,2,90,"2010","2010s",3,"Crime,Drama,Thriller","Crime"
"969","tt0086662","Airwolf",6.83,7573,138,3,52.5,"1984","1980s",2,"Action,Adventure,Sci-Fi","Action"
"970","tt0111993","Hamish Macbeth",7.78,2756,138,3,49.4,"1995","1990s",2,"Comedy,Crime,Drama","Comedy"
"971","tt0465353","Sleeper Cell",7.86,2489,138,2,54.2,"2005","2000s",1,"Crime,Drama,Thriller","Crime"
"972","tt2400391","Legit",8.03,3582,138,2,22,"2013","2010s",1,"Comedy","Comedy"
"973","tt0051327","Wanted: Dead or Alive",7.6,12909,137,3,25.8,"1958","1950s",3,"Western","Western"
"974","tt0077000","Dallas",7.39,48687,137,14,48.5,"1978","1970s",13,"Drama,Romance","Drama"
"975","tt0083481","Spider-Man and His Amazing Friends",6.85,3282,137,3,25,"1981","1980s",5,"Action,Animation,Comedy","Action"
"976","tt1865769","Jessie",7.05,13426,137,4,25.2,"2011","2010s",4,"Comedy,Drama,Family","Comedy"
"977","tt3638488","Bedrag",7.63,4097,137,3,58.4,"2016","2010s",3,"Crime,Drama,Thriller","Crime"
"978","tt0060010","The Monkees",7.66,8002,136,2,24.9,"1965","1960s",3,"Comedy,Music","Comedy"
"979","tt0068135","The Streets of San Francisco",7.5,16364,136,5,60.3,"1972","1970s",5,"Action,Crime,Drama","Action"
"980","tt0101049","A Bit of Fry and Laurie",7.77,3547,136,4,29.2,"1987","1980s",8,"Comedy","Comedy"
"981","tt0107221","Maigret",7.6,1628,136,2,55.2,"1992","1990s",1,"Crime,Drama,Mystery","Crime"
"982","tt0960136","Dirty Sexy Money",7.16,3134,136,2,42.2,"2007","2000s",2,"Drama","Drama"
"983","tt1280822","Drop Dead Diva",7.57,10621,136,6,42.5,"2009","2000s",5,"Comedy,Drama","Comedy"
"984","tt4567314","Safe House",6.54,1091,136,2,45.5,"2015","2010s",2,"Crime,Drama,Thriller","Crime"
"985","tt5462886","You Are Wanted",6.54,1637,136,2,48.5,"2017","2010s",1,"Drama,Thriller","Thriller"
"986","tt5687446","Mum",8.09,2441,136,3,27.4,"2016","2010s",3,"Comedy","Comedy"
"987","tt0092312","21 Jump Street",7.32,13793,135,5,47.4,"1987","1980s",4,"Crime,Drama,Mystery","Crime"
"988","tt0290223","Inuyasha",7.44,22627,135,7,24.8,"2000","2000s",4,"Action,Adventure,Animation","Action"
"989","tt1077744","Lark Rise to Candleford",7.99,5408,135,4,53.5,"2008","2000s",3,"Drama,Romance","Drama"
"990","tt2337840","Bad Education",6.28,4465,135,5,28.9,"2012","2010s",12,"Comedy","Comedy"
"991","tt0072472","Barney Miller",8.02,22977,134,8,29.5,"1975","1970s",7,"Comedy,Drama","Comedy"
"992","tt0273379","Phoenix Nights",8.42,1603,134,2,25,"2001","2000s",1,"Comedy","Comedy"
"993","tt1410218","K-On!",7.7,5514,134,2,24,"2009","2000s",1,"Animation,Comedy,Drama","Animation"
"994","tt5648202","Corporate",8.09,3493,134,3,21.1,"2018","2010s",2,"Comedy","Comedy"
"995","tt0115218","Iron Man",6.34,3459,133,2,21.5,"1994","1990s",2,"Action,Adventure,Animation","Action"
"996","tt0758737","Brothers & Sisters",8.04,14683,133,5,48.8,"2006","2000s",5,"Drama","Drama"
"997","tt1765510","R.L. Stine's the Haunting Hour",7.07,10097,133,4,22.9,"2010","2010s",4,"Action,Adventure,Comedy","Action"
"998","tt9214684","Home Economics",7.67,5580,133,3,21.6,"2021","2020s",2,"Comedy","Comedy"
"999","tt0364797","Blue Murder",7.48,2513,132,5,63.3,"2003","2000s",6,"Crime,Drama,Mystery","Crime"
"1000","tt1973692","Rita",7.7,5276,132,5,40,"2012","2010s",8,"Comedy,Drama","Comedy"
